Region,Humidity (%),Soil Type,Temperature (°C),Terrain Type,Rainfall (mm),Wind Speed (km/h),Sunlight Hours,Water Availability,Crop Type,Soil Moisture (%),Evapotranspiration (mm/day),Irrigation Frequency (days),Rainfall Forecast (mm),Vegetation Index,Topography,Water Absorption Capacity,Irrigation System Type,Distance to Water Source (km),Recommended Irrigation Level,Daily Irrigation Water (m³)
Tanger-Tetouan-Al Hoceima,83.86042268904933,Sandy,13.702261741292345,Coastal Plain,476.7784033600492,36.89136636718936,8.696364962048586,Medium,Wheat,87.84444753033692,1.7482861024936995,8,79.83317684403433,0.5344449822960928,Flat,Low,Drip,3.4394445592128986,Low,11.032751398667202
Fes-Meknes,40.58912924407004,Sandy,42.26844705464626,Plateau,259.32314471083464,43.505652055443264,10.027709889633552,Low,Olives,50.713666490242005,5.068027030161069,13,24.37989690036637,0.1371203378743885,Steep Slope,High,Sprinkler,23.957056727907467,Low,12.0
Casablanca-Settat,83.86557427361794,Loam,12.478514548501758,Valley,332.767000085007,47.08154597500111,9.177856983971592,High,Wheat,84.73179955363108,1.5173498918348634,3,21.84796505435856,0.1387864224296719,Steep Slope,Medium,Surface,47.45620536353485,High,10.2891925623746
Fes-Meknes,72.4846471513896,Sandy,19.21912641845456,Plateau,94.140174448661,36.33902761776338,8.414834309234903,High,Almonds,19.26396550470248,4.005704723206832,2,44.28544383685151,0.4208772546060143,Gentle Slope,High,Subsurface,40.5638339935551,Medium,8.022185974940207
Casablanca-Settat,86.51012103987438,Clay,12.691872355736711,Mountain,269.05282927961593,28.3087270877739,6.530427365829976,Low,Wheat,40.32919286640228,3.192381378530538,3,14.987704390122069,0.8118864114973631,Steep Slope,Medium,Sprinkler,25.97343153946747,Medium,8.50249184721725
Fes-Meknes,84.02502354685905,Loam,11.793383940124864,Plateau,487.82606569563575,17.39469704406219,5.385096004945027,Medium,Olives,118.91639094903827,1.9101027489143905,6,152.82520787665754,0.3131689739156779,Steep Slope,High,Drip,12.468055353622804,High,10.820489916198994
Draa Tafilalet,76.40889256847679,Sandy,21.026958926152904,Valley,64.07749228156634,40.21848125041201,7.925563948481407,Medium,Dates,12.774269136857887,4.237918909641062,1,103.48186040312136,0.1220330229259825,Steep Slope,Low,Sprinkler,24.66834994675519,High,8.118524562834885
Tanger-Tetouan-Al Hoceima,89.05126356542081,Silty,10.085910525534548,Coastal Plain,110.53293252360837,48.40366404318712,7.199341413838926,Low,Tomatoes,23.17056152769092,2.421846992837036,7,153.11205251426244,0.2022000818557481,Flat,Medium,Subsurface,13.229453507608063,High,5.257399775282716
Tanger-Tetouan-Al Hoceima,54.35780610088911,Clay,31.3679607432256,Plateau,159.56975776709663,18.503103143498777,7.312056163149251,Medium,Dates,22.8191586845434,7.006782184934728,14,120.92010849137918,0.7479585598177113,Flat,High,Sprinkler,42.506863836604886,Medium,7.744129883030917
Rabat-Salé-Kénitra,73.9924782149802,Loam,23.147705742255027,Plateau,4.611136793613468,9.16279323445311,9.0459202795394,Low,Tomatoes,1.0327605379759397,2.80058574186806,2,184.06633153983373,0.5241233840228712,Gentle Slope,Medium,Drip,3.124234152917908,Low,8.49417458250009
Oriental,69.27068983806774,Silty,22.57073785218836,Coastal Plain,164.03960894858326,31.155974404734227,8.536571852260966,Low,Barley,16.759877456974337,5.653259254688067,6,118.20445183840246,0.1760591859241721,Gentle Slope,Low,Subsurface,12.65870644090324,Low,10.919231204386737
Souss-Massa,71.12426806887443,Loam,21.46415448284725,Valley,93.05028096962076,7.720505392113258,9.029366254110384,Low,Grapes,12.845515599365235,4.693591212915502,10,109.07085633208098,0.2500175985073897,Steep Slope,Medium,Surface,42.27776844135568,Medium,6.83333013200046
Rabat-Salé-Kénitra,45.19225630541682,Sandy,44.023359762430886,Plateau,163.62868684983212,28.99171168351816,6.573687371891922,Low,Wheat,28.83584891853244,12.362598256566477,3,164.67546698256908,0.5994864955811519,Flat,Medium,Surface,36.96286237470604,Low,12.0
Casablanca-Settat,87.38942855559165,Clay,11.675295961713749,Mountain,204.2093537493463,48.89057445690974,7.287100834112543,Low,Grapes,22.001059811442648,2.3380793666525075,3,142.38245256315486,0.1371755819351549,Steep Slope,Medium,Subsurface,30.877899386650224,High,7.2756309187465344
Marrakech-Safi,56.24812310497481,Clay,43.33719551520136,Coastal Plain,265.73374797870645,26.78995327828226,8.657746649095827,Medium,Barley,49.651676461674974,9.056404721199357,8,55.61805943633102,0.5522126963149708,Gentle Slope,Medium,Drip,15.927853827818684,Low,12.0
Fes-Meknes,65.17273419758192,Silty,28.858677853738417,Valley,6.561062780816751,24.043372931811284,10.077627893272023,Low,Barley,1.2434584081658917,4.2526584483355405,6,141.77612814463026,0.3462930688693105,Flat,Medium,Sprinkler,29.99023877256624,Low,11.213343834299309
Fes-Meknes,56.73287425034568,Sandy,34.277219425467685,Plateau,18.37343831177707,7.517506295961512,7.151524069071298,Low,Barley,3.761920045304052,9.670628251789154,8,60.044417077551614,0.6925895566582813,Steep Slope,High,Subsurface,3.4776228645542657,High,12.0
Tanger-Tetouan-Al Hoceima,76.89934458036127,Sandy,17.21060915019816,Valley,235.91973192243043,36.54825157929656,6.342585060758967,Medium,Olives,68.73140131496264,4.514736730160929,13,52.43627426034065,0.1884568406714255,Steep Slope,High,Surface,6.748303959971707,High,5.515142121165918
Draa Tafilalet,63.235762610600695,Loam,31.46491713946645,Coastal Plain,463.6311628968186,29.00124011584849,8.031074519132797,Medium,Barley,46.76490462327106,3.168613541715178,12,47.579629606529,0.246675029614302,Gentle Slope,Low,Sprinkler,37.06114635038721,High,12.0
Casablanca-Settat,86.9558510240241,Loam,13.00337700983036,Plateau,161.4188888656549,40.43021260869174,5.0414227701838445,Medium,Wheat,36.3820604071811,1.9263565887323744,8,76.66013195187192,0.6949714457585159,Gentle Slope,Low,Subsurface,21.21499245332013,High,5.697124211377778
Fes-Meknes,78.74672232752486,Sandy,17.034091147693385,Coastal Plain,233.70525012873244,33.04039714637642,5.125674296994673,High,Barley,39.2732114452082,3.1798149024884976,7,171.16865279138645,0.7305845102325521,Flat,Medium,Drip,37.27606720889894,Medium,9.194239966958673
Draa Tafilalet,67.45840112823646,Sandy,23.015104036658304,Mountain,64.53683265341475,46.7595515228785,5.614147091271219,High,Dates,10.549208635886462,4.9527480948470926,4,113.0706144671039,0.6981108455944854,Gentle Slope,High,Drip,41.02515570582869,High,8.540211847452191
Oriental,71.13538777958051,Silty,25.79218928743388,Plateau,187.3660067265608,5.048190562060056,6.718879750135743,High,Grapes,28.54766045266944,4.97746284193146,2,194.75226467079136,0.6460806220818955,Gentle Slope,High,Surface,40.91820269723631,Low,12.0
Tanger-Tetouan-Al Hoceima,76.64129218246617,Sandy,22.96120614076828,Coastal Plain,469.0915760222545,14.210529345953171,6.900655578765823,Low,Barley,57.3495424405894,2.456371643343304,9,168.5738857297328,0.7700143259211112,Steep Slope,High,Drip,26.374109410696327,Low,12.0
Souss-Massa,56.85176444392167,Loam,40.521040719500334,Coastal Plain,75.56699992444693,36.37673282452054,9.620407208087077,High,Almonds,17.523973498329628,8.42774784926027,6,97.28054465704192,0.6572824654869671,Gentle Slope,Low,Subsurface,48.79330570310032,Medium,12.0
Draa Tafilalet,72.72449774755765,Silty,21.13613233280461,Plateau,422.55282049013096,30.582366636879925,10.766785582693032,High,Tomatoes,101.72868321486224,3.3429547739271364,5,120.673585773235,0.7838837889691604,Flat,Low,Surface,12.030400553652385,High,12.0
Tanger-Tetouan-Al Hoceima,64.42296822860678,Sandy,26.45871449809917,Valley,475.7027578550792,15.253581873967454,5.20748050856206,High,Dates,95.75781094830542,6.780933944131477,9,145.78873841611036,0.1704568936138364,Flat,Medium,Subsurface,32.90789021908574,Low,12.0
Oriental,63.96208069035234,Silty,24.16293962666333,Plateau,299.2565397333876,42.87820701995626,11.61336386130103,High,Dates,54.52848131657118,3.10096576339676,8,66.0816027724812,0.4242421538762053,Gentle Slope,Low,Surface,10.535772456464256,High,12.0
Oriental,50.26425753678002,Silty,39.206581021192,Plateau,299.25170702583995,2.573335258798454,7.287596533596317,Medium,Citrus,41.46092621839561,8.187038569408456,5,154.39121471481326,0.2405997893113031,Gentle Slope,High,Surface,21.643129778631373,High,12.0
Draa Tafilalet,54.7654309843666,Sandy,40.69460908408949,Coastal Plain,242.99424728295293,14.676916936854184,5.178553185675992,Low,Olives,42.87464116538672,9.682373916603389,2,101.58065309910576,0.3927209622601708,Gentle Slope,Medium,Sprinkler,46.99075296828331,Medium,12.0
Casablanca-Settat,77.33671894246415,Sandy,15.748437352810406,Coastal Plain,414.4795086053367,17.373482074881082,5.418595393482692,Medium,Wheat,77.91090696925379,2.1290970686160886,11,122.6105385956212,0.8065048108905044,Gentle Slope,High,Drip,17.646321994675887,Medium,8.190703304954397
Fes-Meknes,74.00450191121531,Clay,22.15083938860024,Plateau,6.468446137677997,32.978697093590924,7.641506591957064,Medium,Citrus,0.7875017276304545,3.2101543910499477,1,84.49331126015684,0.1331266461220892,Flat,High,Sprinkler,29.6635475370936,High,7.774670649375518
Marrakech-Safi,88.4296877760269,Clay,10.996008714537288,Mountain,439.9928457804182,9.800932265242906,8.831713050859717,High,Olives,65.64207847702548,1.805230719843697,12,133.41190926434555,0.4689394891497905,Flat,High,Surface,42.42205114581933,Low,7.153764567084329
Tanger-Tetouan-Al Hoceima,44.72800746357496,Silty,44.99318004468305,Plateau,281.1116249221053,42.140069176453984,5.865708462184008,High,Grapes,28.30348088122902,13.486417812466566,12,99.44996831299191,0.8810888834395558,Flat,Medium,Surface,45.43443354816425,Medium,12.0
Tanger-Tetouan-Al Hoceima,82.74570555128065,Sandy,13.668792432926791,Plateau,444.5432916634328,45.2774140801958,9.221145938009856,Low,Olives,75.10758069107655,1.9706791939378685,12,187.7725073879555,0.2280892605827983,Flat,Medium,Drip,19.16354437860145,High,7.4115611613061
Casablanca-Settat,46.63768816102747,Clay,39.353000407236,Valley,24.455912639243515,24.81029399750041,7.649661304242772,High,Grapes,5.086689878020358,10.623096119074797,2,90.5940502283441,0.3309525872501083,Steep Slope,Medium,Subsurface,19.406270138327745,Low,12.0
Marrakech-Safi,50.92019003062901,Sandy,37.3326612926673,Plateau,456.51654902689535,47.969680622191,6.841247956028506,High,Grapes,85.61704709676037,10.681416844171167,7,65.81092302266795,0.8167428360564302,Gentle Slope,Medium,Drip,27.498241448989308,Medium,12.0
Oriental,77.16692268512037,Loam,21.518355811016583,Mountain,61.36965977215447,31.014350474425505,8.526428036873495,Low,Wheat,10.454448228915354,4.888683245675259,1,155.1815895705014,0.5062983749840568,Flat,Medium,Drip,37.58230472493148,Medium,8.400755359665084
Marrakech-Safi,57.87655554791727,Loam,29.369000939169524,Coastal Plain,85.24876089394712,18.38079832256664,11.443660843242595,High,Grapes,19.45303444111333,3.136300293623248,4,117.18644562104312,0.6917760164005459,Flat,Low,Drip,31.76220161365602,Medium,12.0
Draa Tafilalet,52.26524687249678,Silty,43.358887984867565,Valley,350.2534978394402,7.321327082445,8.390284117454547,Low,Tomatoes,53.27463352271816,6.318076612153197,6,60.59748106878775,0.4086149310392937,Flat,Low,Drip,44.73636169074932,Medium,12.0
Casablanca-Settat,57.14204530176847,Sandy,32.43918127681928,Coastal Plain,31.336067350982933,34.512968087332055,9.498004086972497,Medium,Grapes,6.362932541700779,7.691461824568943,14,14.657962317400507,0.5270118907834447,Flat,High,Subsurface,16.074192020215165,Medium,6.856908174757844
Casablanca-Settat,51.59991905546954,Sandy,33.84232402375421,Coastal Plain,330.7383844281435,1.917452546270365,8.63115505052296,High,Barley,45.86400942803358,5.691196193297665,7,166.35895939239327,0.2855832010885765,Steep Slope,Low,Subsurface,24.86149126230369,High,12.0
Draa Tafilalet,76.5119394866921,Sandy,18.99521812778513,Plateau,292.96861484375336,37.426893134229225,8.043194796386873,High,Citrus,38.85911887073268,5.12166763427389,12,69.82598578952673,0.883960337217203,Steep Slope,Medium,Sprinkler,45.14988998442472,Low,7.391192020236188
Marrakech-Safi,77.40728590503396,Loam,22.40987373906528,Mountain,27.31314438324228,31.22432780538104,5.101279752512013,High,Tomatoes,4.903919956326025,2.945392475177201,12,46.282199371310725,0.8139188357475281,Steep Slope,High,Sprinkler,17.6045885867663,Medium,4.641789552097482
Draa Tafilalet,87.83374298466588,Loam,11.826477022886635,Coastal Plain,375.8529800896576,29.64060326757499,7.088048749015437,Medium,Dates,77.24677581983035,3.135360235863297,5,73.54330402768822,0.2455394996184253,Steep Slope,Medium,Sprinkler,36.76945396264157,High,10.68078751342717
Casablanca-Settat,66.54741657996607,Clay,24.70219343528065,Plateau,464.8487493327228,28.91850115109427,6.86965108475715,Medium,Almonds,68.5634921882112,4.056194752330958,5,55.70181312126903,0.6093692185928852,Steep Slope,High,Sprinkler,13.052131618915126,Low,12.0
Tanger-Tetouan-Al Hoceima,34.61089060061171,Sandy,44.582377968640245,Valley,415.23851434331215,16.12647272387796,10.836759796315237,High,Barley,74.6717828973394,8.752792756871296,11,103.10470851330687,0.8097845171817549,Steep Slope,High,Surface,33.6861381740487,Medium,12.0
Souss-Massa,39.72042305550709,Clay,43.8734247947033,Valley,168.1703192603834,35.61938177813241,9.78537282993805,High,Grapes,37.91089180276404,10.88792588959414,13,179.3052900380796,0.2079939356467751,Flat,Low,Subsurface,14.767742538267854,Low,11.898916073575805
Oriental,77.57822262017561,Silty,18.75198654785536,Valley,26.82608200484537,2.1443379919705463,5.168786516834782,Medium,Citrus,4.804564466455785,3.715060622165056,3,22.334344771358737,0.174744791673357,Gentle Slope,Low,Drip,44.75057914561458,High,5.821153024520221
Oriental,68.0722819106694,Sandy,28.12092299865618,Coastal Plain,322.34835917555904,22.6517284177866,7.998299327804486,High,Almonds,37.44492104078068,5.1038687274869,13,35.29251814431136,0.5181706686900239,Gentle Slope,High,Sprinkler,44.399436592561486,Medium,9.472980674123535
Souss-Massa,67.48796349919797,Silty,29.09629625495027,Coastal Plain,465.41851577995527,41.324197049053566,5.478001886084941,Medium,Wheat,129.99122054543656,8.44825504664691,9,91.57136155803208,0.6102737719279776,Flat,High,Sprinkler,11.91776381467646,High,12.0
Tanger-Tetouan-Al Hoceima,47.49322420253305,Clay,40.78471331644734,Valley,444.1525761483237,40.56314248334639,11.658849185762271,High,Citrus,56.48158475369184,4.499574594867362,6,159.44798437456004,0.4634092230479183,Flat,Medium,Subsurface,4.985795614052664,High,12.0
Souss-Massa,52.80198081808237,Loam,39.21794724029792,Valley,200.7190809994325,37.66927120078047,10.947848573171823,Low,Almonds,28.938354735190583,4.683992258619524,11,3.511495965791034,0.8176296501787848,Steep Slope,High,Subsurface,21.287967904381432,Medium,12.0
Casablanca-Settat,48.55752319386794,Sandy,35.435919783026186,Valley,418.9077954050565,45.15919574565699,6.528001228395191,Low,Tomatoes,59.26905105753796,7.996844892455718,3,50.55686272948587,0.3441573842912089,Steep Slope,Medium,Subsurface,14.892048533378508,High,12.0
Draa Tafilalet,43.88055363055479,Silty,39.832787224171526,Mountain,295.006234136848,9.331074578341337,8.783525234984893,High,Almonds,87.49164499497014,7.515813477321452,1,163.88229322575444,0.2951240727913273,Gentle Slope,Low,Drip,2.847362945053156,High,12.0
Fes-Meknes,53.33112692759309,Clay,32.8441163769324,Plateau,379.7903750075363,33.67656299495781,5.53187247677846,Low,Olives,99.92994112944726,6.668162291494869,8,146.88220618174904,0.4705439003032008,Flat,Low,Sprinkler,43.39741822503572,Medium,12.0
Souss-Massa,67.68252033483103,Silty,26.941362907974696,Valley,454.806898441456,42.31386862364596,9.834505291976509,Low,Tomatoes,50.881768151787,6.184846883371756,2,141.63090334853064,0.4570397419700205,Steep Slope,High,Drip,48.108057038022416,Low,12.0
Oriental,82.38392313225717,Sandy,16.29468519432197,Valley,9.605266536757416,44.5405706899623,8.542172511152636,Medium,Tomatoes,2.7661691761431646,1.8075643534578216,1,140.42141857913762,0.1483009729487843,Gentle Slope,Medium,Drip,9.742291955056364,Low,5.378095987732194
Rabat-Salé-Kénitra,77.31174858107586,Clay,15.30557691658118,Coastal Plain,322.2390129899417,3.9353500684258194,7.491702171017484,Medium,Olives,33.58920069291926,1.947476443355468,12,180.41973608139784,0.4951455077418044,Gentle Slope,Medium,Subsurface,15.74101936353548,Medium,6.673484085811282
Marrakech-Safi,82.1896005828089,Loam,14.313946698280862,Mountain,409.6989223527707,33.18529098978857,8.450888054881691,Medium,Almonds,89.66919214152796,4.160188461143608,9,99.54469055112348,0.8763734448438387,Steep Slope,Low,Sprinkler,26.954136338482552,Low,9.990261798516595
Rabat-Salé-Kénitra,78.54700531937274,Sandy,19.552100611353,Valley,22.16612540114071,0.1040756174960133,10.293043083569524,Low,Almonds,4.032397656752572,4.398740804818624,3,33.900199036249504,0.6289972391532767,Gentle Slope,Medium,Sprinkler,25.92521831311512,Low,7.161532885709224
Fes-Meknes,87.0569211344027,Clay,11.792222221661518,Coastal Plain,74.20506169131858,38.01356217014168,7.017202365832036,Medium,Barley,20.65321904604,1.3159741481807867,1,168.68720301423446,0.75533276030145,Gentle Slope,Medium,Surface,45.1393570808588,Low,4.6309194847257
Marrakech-Safi,77.50502450789745,Silty,16.98119403915682,Valley,31.724780438301792,21.13789604170517,8.515378396694949,Medium,Olives,7.112194317817423,1.8023693498687832,1,132.9094090945205,0.1257323243558536,Flat,Low,Subsurface,45.10911749164745,Medium,5.809296665334025
Oriental,63.15568790592135,Sandy,29.03644472496016,Mountain,40.59729541016216,2.130664418541506,8.808904605829294,Medium,Tomatoes,4.311867217338283,8.306605765064372,3,162.60446766967544,0.7554616259247039,Gentle Slope,Medium,Surface,5.400979887811533,High,11.34976250835157
Oriental,36.20481242101653,Loam,43.47973749964091,Mountain,485.69813349474913,38.62760671331013,7.787803340676595,High,Dates,122.05440265160378,6.089108930582438,3,2.409276986719377,0.2143130825603166,Steep Slope,Medium,Sprinkler,23.207499668267413,High,12.0
Souss-Massa,67.9943087916788,Clay,22.747077792733062,Valley,52.35257843121077,40.19381885720997,10.502103662079032,Low,Grapes,14.519127158587954,6.286473126523494,2,178.7217771702466,0.8877011302685495,Steep Slope,High,Subsurface,16.598350977699987,Medium,9.15618652984257
Fes-Meknes,76.10052746516938,Clay,23.79903824235108,Plateau,203.5053961186612,31.694192010980576,10.115228417932466,Medium,Grapes,32.16732096576408,3.511129456148572,2,100.36124242253098,0.4696977060828126,Gentle Slope,Medium,Sprinkler,23.432499710266857,Low,12.0
Casablanca-Settat,64.29767073467428,Sandy,27.857557692744145,Plateau,444.5180220666008,39.91426383242454,7.040136584023672,Medium,Dates,84.46366197293581,3.0811724102002045,5,32.48739001219656,0.1760843672128533,Flat,High,Sprinkler,12.858601148154268,Low,12.0
Oriental,56.439845943252834,Sandy,34.13475438681877,Mountain,321.37301731680645,36.2528750136147,11.23595971151428,Low,Dates,71.53841404059783,9.889654054015184,8,178.75243548159492,0.3191626541935703,Gentle Slope,Low,Surface,37.94174999769021,Medium,12.0
Souss-Massa,59.63442253473116,Clay,29.26723643130712,Valley,68.89988602199537,23.209793332247365,8.56994279457398,High,Barley,12.106309750895896,8.156138636567878,7,155.68644847223575,0.7082495222658727,Flat,Medium,Surface,4.351010921325219,Low,11.969570309129834
Draa Tafilalet,50.93828346227208,Clay,39.33522078817249,Coastal Plain,264.32791608842814,21.71757599229852,8.484459383797372,Low,Barley,27.29728677503191,8.212208032011548,13,174.95826751844217,0.5839979794997345,Flat,Low,Subsurface,44.10738025065504,High,11.706315776148418
Casablanca-Settat,47.33910201863644,Clay,36.44231299549752,Mountain,204.2614478819313,34.149099616348835,10.02159625359483,High,Grapes,29.65977661961094,7.925629161334137,5,14.337737300169607,0.3932015698853341,Gentle Slope,High,Drip,39.58248217443346,High,12.0
Draa Tafilalet,85.721475394033,Clay,10.53952354569427,Mountain,375.7818158884547,11.141962762096746,7.402594269847545,High,Barley,105.25989231291103,2.438641581176007,9,120.20297339176652,0.2725283331788566,Flat,Medium,Drip,12.407169868798,High,8.866097546161786
Oriental,40.886132202177365,Loam,43.046102722698166,Valley,497.0279783840568,2.7295138525598284,11.770219500062955,Medium,Grapes,79.90285165902,11.340525079472018,1,110.6886742093914,0.193151758601777,Flat,Medium,Surface,1.14950404324305,Medium,12.0
Souss-Massa,60.83111968302149,Silty,27.677023009464303,Plateau,122.85254624233782,16.035204668178466,9.431054547724267,Medium,Tomatoes,35.16542317133214,6.852463502082802,10,174.90922295566327,0.6472974290220762,Gentle Slope,Medium,Subsurface,47.08494418060969,Low,9.390863968916928
Oriental,88.00485571835549,Sandy,10.711929087366034,Valley,459.33658628898223,19.66368288294945,10.415791940960975,High,Olives,68.56263499175886,1.300638790414453,14,43.86054307860013,0.53020467901001,Gentle Slope,High,Sprinkler,27.802570949158387,High,6.289346097418649
Oriental,74.43396900815466,Clay,21.49781690182521,Mountain,385.9091060513204,3.3582496302777542,6.486006261356279,High,Barley,92.4838855763643,4.458873322636097,4,181.16636847907003,0.8804591009897382,Steep Slope,Medium,Drip,38.84479288970117,Medium,12.0
Marrakech-Safi,76.0518271792528,Sandy,17.536568463505603,Mountain,37.39408225143259,7.175983207112813,6.908294930635308,Medium,Dates,10.298334486864276,2.651319817245363,1,140.5275471137489,0.6679696644941766,Flat,Medium,Drip,13.686954141573322,High,5.8456307550981785
Fes-Meknes,74.9561852187801,Silty,17.92157939079761,Coastal Plain,386.4224721173343,33.3763984631575,5.153044868139651,Medium,Barley,59.78712198294502,4.405012314014599,5,51.73392642167472,0.5907113150387964,Steep Slope,Low,Drip,31.19896312644914,Medium,12.0
Fes-Meknes,52.14795762500886,Sandy,35.17439770820152,Coastal Plain,284.40017444187896,1.332264558193369,6.282383166536771,Low,Grapes,62.4891554509453,8.036807312606879,3,71.43441348297385,0.6194828485604058,Flat,Medium,Surface,34.437523063884186,High,12.0
Tanger-Tetouan-Al Hoceima,73.88612748175969,Clay,24.92553320000061,Mountain,86.09426377788138,48.38320990732104,6.174457942730961,High,Olives,10.093239175523252,4.146702947234384,12,177.88015821811655,0.7237875119614351,Steep Slope,High,Surface,7.25663738984576,Medium,6.202507170065056
Tanger-Tetouan-Al Hoceima,66.18992345298936,Clay,28.00142676184506,Coastal Plain,212.2095795838208,31.236760106148136,5.6067360126173735,Medium,Dates,42.00976305475504,7.523643982202388,10,148.81562105283248,0.5854424711868966,Gentle Slope,Low,Drip,43.324163353913136,High,10.264624927058788
Marrakech-Safi,43.81683459367751,Loam,42.117161682259855,Valley,150.22268977501125,49.04037142450027,5.963173058197798,Medium,Grapes,39.81213539274117,6.500449645344043,12,83.1931513060857,0.3551337502293354,Gentle Slope,Medium,Surface,20.371744762770028,Medium,11.705399717083823
Oriental,56.39373997387586,Sandy,35.34717194829295,Mountain,229.3142437157329,27.05869150690527,7.201969464284359,Medium,Wheat,59.39365577136863,6.3944528045923095,9,198.2527571402873,0.5394160867190456,Flat,Low,Drip,38.25636765257805,High,12.0
Fes-Meknes,76.3113051565334,Sandy,18.196804896588453,Valley,437.3632526106041,46.08071116402223,9.636569666306766,Low,Wheat,82.20892963799793,4.7933934116646455,12,104.61264018605024,0.2222024002169216,Flat,Low,Surface,45.5335463193896,High,8.70869255485017
Tanger-Tetouan-Al Hoceima,50.16133661027868,Silty,39.73311831674373,Mountain,419.9519772782828,30.000825404399045,9.164696343907856,High,Grapes,117.02980780404992,9.73695673050963,14,172.31140771630265,0.8717768585531588,Flat,High,Drip,46.58060834063871,High,11.6962174654187
Souss-Massa,46.49371051401969,Silty,43.79199799527769,Coastal Plain,412.4669188203973,33.50537246722175,8.555140510989357,High,Almonds,81.25551231073655,5.914619113322532,10,58.010775839831766,0.4428654874344904,Gentle Slope,Low,Sprinkler,47.93940685466258,Medium,12.0
Fes-Meknes,53.276778987928445,Loam,40.056294071681215,Coastal Plain,92.57044252101775,16.42494598489138,11.110155193298333,Medium,Citrus,16.925733652720705,8.99580020939485,7,55.19431499649825,0.7800531693227548,Steep Slope,Low,Sprinkler,20.916859205419065,High,12.0
Oriental,59.67555760332891,Sandy,38.45867664887953,Coastal Plain,186.8667584157337,45.69582894480165,9.565389235344394,Low,Tomatoes,55.292232840026735,8.778555096199897,3,183.9840436692081,0.5247163462476708,Gentle Slope,Low,Surface,31.730432103901816,High,12.0
Souss-Massa,70.27354941855057,Sandy,27.81066879932672,Mountain,479.8494002755022,25.79920431046816,6.002592904671257,Medium,Almonds,110.62802397704884,2.8316677835426147,4,88.06321502201324,0.4930166371637715,Gentle Slope,High,Subsurface,16.33507504552899,Low,12.0
Casablanca-Settat,67.57068703079474,Loam,26.83678946167113,Plateau,269.6772080034482,10.45421014724504,10.730304592310496,High,Tomatoes,74.90696875790765,3.708878037485262,4,44.580461873350544,0.5536403415150752,Gentle Slope,High,Surface,43.87444687685769,High,12.0
Marrakech-Safi,78.35162351035518,Loam,15.275794756090892,Valley,419.696985559956,26.380616567919112,5.969122065801676,Low,Dates,116.75787016092566,3.854238129988065,7,189.36209151898743,0.7967033100763671,Gentle Slope,High,Subsurface,3.9320656603666206,Medium,11.915174105840329
Marrakech-Safi,66.55947788514973,Silty,28.802286278821104,Valley,346.69376380765607,11.82600711366132,10.078504069634654,High,Wheat,93.74471403958678,6.776150154253538,7,6.115818266453998,0.3990647345776215,Steep Slope,High,Sprinkler,21.0872223158854,High,12.0
Casablanca-Settat,49.45846816314892,Clay,40.2384959840258,Coastal Plain,115.17207781605728,2.1801691793106315,7.12241029968998,Medium,Dates,34.47785994897509,4.402394232436868,12,30.47334544794684,0.5953357152092573,Gentle Slope,Low,Subsurface,6.731863200267837,High,10.89553865576906
Oriental,58.6870173498474,Clay,41.30885982842069,Plateau,107.71095180364073,1.7622224535078168,10.958710683545096,Low,Olives,27.080550917607184,7.6728233222556925,5,139.49592090755917,0.7558773289716597,Flat,Medium,Sprinkler,2.015661430806941,Low,12.0
Draa Tafilalet,83.4188390118972,Silty,11.32244776342862,Mountain,157.3919079064053,7.374226540235424,7.238299853641344,High,Barley,38.71907692951106,3.357282845919946,13,19.6356440202341,0.1868427967022485,Gentle Slope,Medium,Surface,9.994324697768736,Medium,3.635361894190768
Rabat-Salé-Kénitra,76.01815840210398,Loam,22.91088825445612,Coastal Plain,398.3864302849227,5.326834680418596,6.28258106833748,High,Almonds,90.4726589251916,3.418532114480995,2,170.5359731147191,0.3370156267330724,Steep Slope,High,Sprinkler,26.83185188048872,Low,12.0
Draa Tafilalet,75.4810524304083,Silty,16.748066593326072,Coastal Plain,205.7181187133312,4.332870269708561,6.068349154951612,High,Grapes,25.91811831844789,4.9952048259846205,3,139.42350369447706,0.5007266131940037,Gentle Slope,Medium,Drip,48.04220841610659,High,8.697181506320419
Tanger-Tetouan-Al Hoceima,86.44704146141117,Sandy,10.299416954135957,Mountain,475.7710733777492,23.148700593737733,6.1823201180451655,High,Dates,64.09303295865823,1.2008979307417649,6,195.9341693854525,0.730882380313198,Steep Slope,High,Subsurface,24.45510956356904,High,10.860417379939909
Marrakech-Safi,60.32389706891762,Clay,37.251047554519474,Coastal Plain,218.99301078098296,3.546553418550463,8.92727107656151,Low,Barley,47.69146033279169,5.461142236001854,6,47.14299333866772,0.8378158151413796,Flat,Medium,Sprinkler,42.29654718061376,Low,12.0
Marrakech-Safi,45.53120561901002,Sandy,39.94696885373318,Plateau,279.75431671866403,27.08545124369596,7.1247534688944825,Medium,Wheat,45.20765694052455,5.500744171893031,6,139.58890733100213,0.3693184277930776,Steep Slope,High,Surface,24.016896519632034,Low,12.0
Casablanca-Settat,67.04663519575371,Clay,25.16832968402293,Plateau,171.05653944597535,35.25037370603764,7.899668969369162,Medium,Dates,40.41683863895709,4.811408609599608,12,174.489687688678,0.2843909757603647,Steep Slope,Medium,Sprinkler,34.64825005022576,High,7.546956027352142
